Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
APTS,"Preferred Apartment Communities, Inc.",9.71,$450.96M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/apts
NGG,"National Grid Transco, PLC",65.47,$45.94B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ngg
KMB,Kimberly-Clark Corporation,134.01,$45.8B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb
SHOP,Shopify Inc.,438.37,$45.82B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop
E,ENI S.p.A.,25.18,$45.75B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e
PER,SandRidge Permian Trust,0.8713,$45.74M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/per
MCO,Moody&#39;s Corporation,244.07,$45.74B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco
IBN,ICICI Bank Limited,14.08,$45.56B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn
AEP,"American Electric Power Company, Inc.",91.86,$45.39B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aep
HMC,"Honda Motor Company, Ltd.",25.92,$45.16B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/hmc
INFY,Infosys Limited,10.62,$45.03B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy
CAI,"CAI International, Inc.",25.28,$440.52M,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/cai
PGR,Progressive Corporation (The),76.28,$44.6B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pgr
LHX,"L3Harris Technologies, Inc.",201.94,$44.64B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx
LVS,Las Vegas Sands Corp.,58.43,$44.62B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs
GM,General Motors Company,30.71,$44.58B,2010,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/gm
EW,Edwards Lifesciences Corporation,212.96,$44.53B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
BMO,Bank Of Montreal,69.16,$44.23B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo
KMI,"Kinder Morgan, Inc.",19.52,$44.21B,2011,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi
LYG,Lloyds Banking Group Plc,2.51,$44.1B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
SMFG,Sumitomo Mitsui Financial Group Inc,6.28,$43B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
VSTO,Vista Outdoor Inc.,7.59,$439.28M,2015,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/vsto
MPX,Marine Products Corporation,12.86,$436.73M,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx
GBL,"Gamco Investors, Inc.",15.85,$435.73M,1999,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/gbl
JCAP,"Jernigan Capital, Inc.",18.71,$434.69M,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jcap
VHI,"Valhi, Inc.",1.28,$434.22M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/vhi
CHS,"Chico&#39;s FAS, Inc.",3.65,$432.96M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/chs
PUK,Prudential Public Limited Company,33.67,$43.79B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/puk
HCA,"HCA Healthcare, Inc.",127.36,$43.1B,2011,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/hca
BAX,Baxter International Inc.,84.27,$43.02B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
LXFR,Luxfer Holdings PLC,15.6,$427.62M,2012,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
NAT,Nordic American Tankers Limited,2.98,$424.97M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nat
CMCM,Cheetah Mobile Inc.,3.02,$420.71M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cmcm
TUFN,Tufin Software Technologies Ltd.,11.94,$420.65M,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/tufn
GRAM,Grana y Montero S.A.A.,2.4101,$420.28M,2018,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/gram
NM,Navios Maritime Holdings Inc.,3.2,$42.71M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nm
JP,Jupai Holdings Limited,1.26,$42.36M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jp
SU,Suncor Energy  Inc.,27.64,$42.35B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
KOP,Koppers Holdings Inc.,19.98,$413.55M,2006,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop
SGU,"Star Group, L.P.",8.9,$411.57M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
HUM,Humana Inc.,314.33,$41.53B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hum
BCE,"BCE, Inc.",45.59,$41.21B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
RST,Rosetta Stone,16.95,$407.81M,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rst
YRD,Yiren Digital Ltd.,4.31,$406.2M,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/yrd
MUX,McEwen Mining Inc.,1.01,$404.34M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux
TRC,Tejon Ranch Co,15.49,$403.5M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/trc
DX,"Dynex Capital, Inc.",17.58,$403.39M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx
UBS,UBS AG,11.28,$40.79B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/ubs
COF,Capital One Financial Corporation,89.17,$40.76B,1994,Finance,Major Banks,https://old.nasdaq.com/symbol/cof
MET,"MetLife, Inc.",43.89,$40.2B,2000,Finance,Life Insurance,https://old.nasdaq.com/symbol/met
DG,Dollar General Corporation,157.66,$40.14B,2009,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dg
EGP,"EastGroup Properties, Inc.",128.16,$4.99B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp
EV,Eaton Vance Corporation,43.95,$4.99B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
SON,Sonoco Products Company,49.88,$4.99B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
TOL,"Toll Brothers, Inc.",38.01,$4.99B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tol
BERY,"Berry Global Group, Inc.",37.58,$4.98B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
ADT,ADT Inc.,6.44,$4.96B,2018,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/adt
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",165.25,$4.96B,n/a,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr
AWI,Armstrong World Industries Inc,103.05,$4.95B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi
SEE,Sealed Air Corporation,32.05,$4.95B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see
JBL,Jabil Inc.,32.47,$4.94B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl
ALSN,"Allison Transmission Holdings, Inc.",41.3,$4.92B,2012,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn
BAK,Braskem S.A.,12.37,$4.92B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bak
GIL,"Gildan Activewear, Inc.",24.66,$4.91B,1998,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/gil
WAL,Western Alliance Bancorporation,47.87,$4.91B,2005,Finance,Major Banks,https://old.nasdaq.com/symbol/wal
WSM,"Williams-Sonoma, Inc.",63.4,$4.91B,n/a,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/wsm
CX,Cemex S.A.B. de C.V.,3.23,$4.8B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cx
HIW,"Highwoods Properties, Inc.",46.21,$4.8B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hiw
THG,"The Hanover Insurance Group, Inc.",124.95,$4.8B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg
HE,"Hawaiian Electric Industries, Inc.",44.86,$4.89B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/he
HHC,Howard Hughes Corporation (The),113.12,$4.89B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hhc
DECK,Deckers Outdoor Corporation,173.92,$4.87B,1993,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/deck
TKC,Turkcell Iletisim Hizmetleri AS,5.56,$4.87B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tkc
KT,KT Corporation,9.91,$4.86B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt
UNM,Unum Group,23.92,$4.86B,n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/unm
MSA,MSA Safety Incorporporated,123.89,$4.81B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa
SAM,"Boston Beer Company, Inc. (The)",386.47,$4.7B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/sam
KMPR,Kemper Corporation,70.56,$4.7B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr
SRC,"Spirit Realty Capital, Inc.",46.57,$4.77B,2013,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
HOG,"Harley-Davidson, Inc.",31.17,$4.76B,n/a,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/hog
CHGG,"Chegg, Inc.",39.01,$4.75B,2013,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/chgg
ICL,Israel Chemicals Shs,3.71,$4.75B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl
WH,"Wyndham Hotels & Resorts, Inc.",50.69,$4.75B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/wh
PRI,"Primerica, Inc.",114.78,$4.73B,2010,Finance,Life Insurance,https://old.nasdaq.com/symbol/pri
FLO,"Flowers Foods, Inc.",22.33,$4.72B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/flo
GMED,"Globus Medical, Inc.",47.28,$4.72B,2012,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/gmed
EPR,EPR Properties,58.55,$4.6B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
UGP,Ultrapar Participacoes S.A.,4.24,$4.6B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ugp
BKH,Black Hills Corporation,76.07,$4.68B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh
HR,Healthcare Realty Trust Incorporated,34.76,$4.68B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hr
HBI,Hanesbrands Inc.,12.86,$4.66B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/hbi
AGCO,AGCO Corporation,61.38,$4.64B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/agco
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,79.92,$4.61B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/saic
OGS,"ONE Gas, Inc.",86.17,$4.55B,2014,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ogs
PK,Park Hotels & Resorts Inc.,18.91,$4.53B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/pk
EME,"EMCOR Group, Inc.",78.39,$4.4B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme
MAN,ManpowerGroup,76.22,$4.48B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/man
ACH,Aluminum Corporation of China Limited,6.57,$4.47B,2001,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/ach
NEU,NewMarket Corporation,398.9,$4.46B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/neu
HLF,Herbalife Nutrition Ltd.,32.22,$4.43B,2004,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/hlf
NIO,NIO Inc.,4.14,$4.43B,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nio
RBA,Ritchie Bros. Auctioneers Incorporated,40.46,$4.42B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rba
CIG,Comp En De Mn Cemig ADS,3.01,$4.39B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cig
ASH,Ashland Global Holdings Inc.,72.74,$4.38B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/ash
ELP,Companhia Paranaense de Energia (COPEL),15.99,$4.38B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp
SNV,Synovus Financial Corp.,29.69,$4.37B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
ESNT,Essent Group Ltd.,44.21,$4.35B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
RDN,Radian Group Inc.,21.69,$4.35B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rdn
FHN,First Horizon National Corporation,13.93,$4.34B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fhn
LM,"Legg Mason, Inc.",49.95,$4.34B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/lm
CBD,Companhia Brasileira de Distribuicao,16.18,$4.33B,1997,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/cbd
BC,Brunswick Corporation,54.28,$4.31B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bc
NVRO,Nevro Corp.,135.59,$4.31B,2014,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvro
SPCE,"Virgin Galactic Holdings, Inc.",21.97,$4.31B,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/spce
CR,Crane Co.,71.01,$4.2B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cr
STAG,"Stag Industrial, Inc.",28.86,$4.29B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
AL,Air Lease Corporation,37.74,$4.28B,2011,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al
ESRT,"Empire State Realty Trust, Inc.",11.71,$4.26B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt
MTG,MGIC Investment Corporation,12.24,$4.23B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg
CWEN,"Clearway Energy, Inc.",21.25,$4.22B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cwen
GRUB,GrubHub Inc.,46.18,$4.22B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/grub
IFS,Intercorp Financial Services Inc.,38,$4.21B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs
LTM,LATAM Airlines Group S.A.,6.94,$4.21B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ltm
DAR,Darling Ingredients Inc.,25.01,$4.1B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/dar
FCN,"FTI Consulting, Inc.",111.11,$4.17B,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/fcn
PSB,"PS Business Parks, Inc.",151.84,$4.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psb
TPX,"Tempur Sealy International, Inc.",77.48,$4.17B,2003,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tpx
THO,"Thor Industries, Inc.",75.54,$4.17B,n/a,Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/tho
NVT,nVent Electric plc,24.52,$4.16B,2018,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/nvt
HRB,"H&R Block, Inc.",21.27,$4.15B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/hrb
SITE,"SiteOne Landscape Supply, Inc.",99.91,$4.15B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
NVST,Envista Holdings Corporation,26.06,$4.14B,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst
LPL,"LG Display Co., Ltd.",5.75,$4.11B,2004,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl
MMS,"Maximus, Inc.",64.3,$4.11B,1997,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms
PHI,PLDT Inc.,19.03,$4.11B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/phi
VAC,Marriott Vacations Worldwide Corporation,97.29,$4.09B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/vac
ARD,Ardagh Group S.A.,17.2,$4.07B,2017,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/ard
GLOB,Globant S.A.,109.93,$4.07B,2014,Technology,EDP Services,https://old.nasdaq.com/symbol/glob
HUN,Huntsman Corporation,18.06,$4.07B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hun
HUYA,HUYA Inc.,18.58,$4.07B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/huya
SR,Spire Inc.,79.77,$4.07B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
CLH,"Clean Harbors, Inc.",72.77,$4.06B,n/a,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/clh
BCO,Brink&#39;s Company (The),80.99,$4.05B,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/bco
RHP,"Ryman Hospitality Properties, Inc.",73.72,$4.05B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rhp
ADS,Alliance Data Systems Corporation,87.7,$4.04B,2001,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ads
HP,"Helmerich & Payne, Inc.",37.12,$4.04B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hp
JHG,Janus Henderson Group plc,21.61,$4.04B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg
CRI,"Carter&#39;s, Inc.",91.7,$4.03B,2003,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cri
CURO,CURO Group Holdings Corp.,9.64,$399.93M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/curo
V,Visa Inc.,180.01,$398.88B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/v
WTI,"W&T Offshore, Inc.",2.83,$398.15M,2005,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/wti
ASIX,AdvanSix Inc.,14.25,$397.79M,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix
MX,MagnaChip Semiconductor Corporation,11.41,$397.08M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
DSSI,Diamond S Shipping Inc.,9.8,$396.44M,2019,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
BZH,"Beazer Homes USA, Inc.",12.61,$395.76M,1994,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh
UFI,"Unifi, Inc.",21.38,$395.65M,n/a,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/ufi
CTK,CooTek (Cayman) Inc.,6.22,$395.47M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/ctk
HMLP,Hoegh LNG Partners LP,11.87,$394.87M,2014,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/hmlp
SXC,"SunCoke Energy, Inc.",4.7,$393.57M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
AR,Antero Resources Corporation,1.37,$392.75M,2013,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ar
CATO,Cato Corporation (The),15.93,$392.47M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/cato
SBE,Switchback Energy Acquisition Corporation,9.96,$391.08M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SRE,Sempra Energy,141.42,$39.87B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre
KDP,Keurig Dr Pepper Inc.,28.24,$39.73B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kdp
OBE,Obsidian Energy Ltd.,0.54,$39.43M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/obe
EMR,Emerson Electric Company,64.38,$39.39B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr
JILL,"J. Jill, Inc.",0.8629,$38M,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill
TISI,"Team, Inc.",12.79,$388.36M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi
OMI,"Owens & Minor, Inc.",6.13,$385.28M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/omi
